Lead,Wave_Type,Start,Peak,End,Amplitude,Frequency,Magnitude
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-8.744433842239182,1631.3034260946324
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-7.495229007633585,557.5547074291309
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-6.246024173027988,303.33136014552093
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-4.99681933842239,549.7793128733306
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-3.7476145038167923,1684.180476317912
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-2.498409669211195,2442.1725126447486
lead_2,P_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,-1.2492048346055975,4457.357098141907
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,0.0,2210.461956521739
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,1.249204834605601,1932.567438754427
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,2.498409669211202,1282.4769048693902
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,3.747614503816803,756.6278139022141
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,4.996819338422404,717.7343470450355
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,6.2460241730280055,701.6401808040657
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,7.495229007633606,536.9451591239889
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,8.744433842239207,392.23620984921337
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,9.993638676844808,320.5082061579061
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,11.24284351145041,253.40948433112482
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-12.492048346056011,217.58152173913055
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-11.24284351145041,253.4094843311248
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-9.993638676844808,320.5082061579061
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-8.744433842239207,392.23620984921337
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-7.495229007633606,536.945159123989
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-6.2460241730280055,701.6401808040656
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-4.996819338422404,717.7343470450355
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-3.747614503816803,756.6278139022143
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-2.498409669211202,1282.4769048693902
lead_2,P_wave,1.440916613621897,1.8411712285168682,2.2414258434118395,767.7717391304349,-1.249204834605601,1932.5674387544273
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,0.0,2458.532608695652
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,1.2492048346055942,2234.7713235879464
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,2.4984096692111883,1664.0069914255985
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,3.7476145038167825,1013.8568247772031
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,4.996819338422377,634.0414497761087
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,6.246024173027971,590.3251275379873
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,7.495229007633565,531.3286165579208
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,8.74443384223916,384.5432678945725
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,9.993638676844753,251.97192332522488
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,11.242843511450348,165.01290209185794
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-12.492048346055942,116.41304347826082
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-11.242843511450348,165.01290209185794
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-9.993638676844753,251.97192332522488
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-8.74443384223916,384.54326789457247
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-7.495229007633565,531.3286165579207
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-6.246024173027971,590.3251275379873
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-4.996819338422377,634.0414497761087
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-3.7476145038167825,1013.8568247772031
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-2.4984096692111883,1664.0069914255985
lead_2,P_wave,2.6416804583068108,3.0419350732017825,3.4421896880967537,820.4347826086956,-1.2492048346055942,2234.771323587946
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,0.0,2034.4565217391303
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,1.249204834605608,1818.5616726529204
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,2.498409669211216,1293.2473049046969
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,3.747614503816824,792.5460127525606
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,4.996819338422432,677.2815537140384
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,6.24602417302804,733.9432281569008
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,7.495229007633648,663.9269087097348
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,8.744433842239255,495.53906276629453
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,9.993638676844864,398.5195702138759
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,11.242843511450472,457.6409530143289
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-12.49204834605608,507.22826086956536
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-11.242843511450472,457.64095301432883
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-9.993638676844864,398.5195702138759
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-8.744433842239255,495.5390627662944
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-7.495229007633648,663.9269087097349
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-6.24602417302804,733.9432281569007
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-4.996819338422432,677.2815537140384
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-3.747614503816824,792.5460127525608
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-2.498409669211216,1293.2473049046969
lead_2,P_wave,3.8824697644812223,4.2827243793761935,4.682978994271165,832.9076086956522,-1.249204834605608,1818.5616726529204
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,0.0,1204.320652173913
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,1.7845783351508486,1176.8671507788492
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,3.5691566703016973,1099.0015668061162
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,5.353735005452545,983.4812054683667
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,7.1383133406033945,849.5229823641071
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,8.922891675754244,720.971487336567
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,10.70747001090509,625.1566991871297
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,-12.49204834605594,588.9945652173915
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,-10.70747001090509,625.1566991871297
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,-8.922891675754244,720.9714873365671
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,-7.1383133406033945,849.5229823641071
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,-5.353735005452545,983.4812054683666
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,-3.5691566703016973,1099.0015668061162
lead_2,P_wave,5.763666454487588,6.163921069382559,6.56417568427753,896.6576086956522,-1.7845783351508486,1176.8671507788492
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,0.0,5792.934782608696
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,1.2492048346055975,4457.357098141907
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,2.498409669211195,2442.172512644749
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,3.7476145038167923,1684.180476317912
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,4.99681933842239,549.7793128733306
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,6.246024173027988,303.3313601455208
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,7.495229007633585,557.5547074291306
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,8.744433842239182,1631.3034260946329
lead_2,T_wave,0.16010184595798854,0.5603564608529599,0.9606110757479313,1530.0,9.99363867684478,1667.6545316749566
